hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,name
City Hotel,0,171,2017,August,34,23,0,1,3,0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,175.5,0,0,Check-Out,24/8/2017,Kathleen Jones
City Hotel,0,163,2017,August,34,21,1,2,2,2,0,HB,ITA,Direct,Direct,0,0,0,E,E,0,No Deposit,14,NULL,0,Transient,240,0,1,Check-Out,24/8/2017,Jill Jennings
City Hotel,0,185,2017,August,34,20,2,2,1,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,99,0,0,Check-Out,24/8/2017,Cody Hodges
City Hotel,0,161,2017,August,33,18,2,4,2,0,0,SC,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6,NULL,0,Transient,71.1,0,1,Check-Out,24/8/2017,George Richardson Jr.
City Hotel,0,172,2017,August,34,21,1,2,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,NULL,0,Transient,125.17,0,0,Check-Out,24/8/2017,Daniel Smith
City Hotel,0,96,2017,August,34,20,2,2,1,0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,2,No Deposit,98,NULL,0,Transient-Party,115,0,0,Check-Out,24/8/2017,Jennifer Skinner
City Hotel,0,122,2017,August,34,21,1,2,1,0,0,BB,CZE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7,NULL,0,Transient,120,0,1,Check-Out,24/8/2017,Haley Thompson
City Hotel,0,150,2017,August,34,21,1,2,2,2,0,BB,ESP,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,83,NULL,0,Transient,188,0,1,Check-Out,24/8/2017,Pamela Huber
City Hotel,0,6,2017,August,34,22,0,2,3,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,16,NULL,0,Transient,107.1,0,1,Check-Out,24/8/2017,Anne Horn
City Hotel,0,16,2017,August,34,23,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,1,No Deposit,NULL,485,0,Transient,75,0,4,Check-Out,24/8/2017,Jack Summers
City Hotel,0,184,2017,August,33,17,2,5,3,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,164.44,0,0,Check-Out,24/8/2017,Ryan Costa PhD
City Hotel,0,30,2017,August,34,23,0,1,2,1,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,180,0,0,Check-Out,24/8/2017,Gary Olson
City Hotel,0,159,2017,August,34,20,2,2,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8,NULL,0,Transient,130.5,0,0,Check-Out,24/8/2017,Anthony Olson
City Hotel,0,141,2017,August,33,17,2,5,3,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,9,NULL,0,Transient,195,0,1,Check-Out,24/8/2017,Glenn Stein
City Hotel,0,95,2017,August,33,19,2,3,1,0,0,BB,ARG,Offline TA/TO,TA/TO,0,0,0,A,A,2,No Deposit,98,NULL,0,Transient-Party,115,0,0,Check-Out,24/8/2017,Mark Jackson
City Hotel,0,175,2017,August,34,21,1,2,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,NULL,0,Transient,99,0,2,Check-Out,24/8/2017,Christopher Stuart
City Hotel,0,175,2017,August,34,21,1,2,2,1,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,NULL,0,Transient,135,0,2,Check-Out,24/8/2017,Andrew Rivera
City Hotel,0,2,2017,August,34,23,0,1,2,1,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,9,NULL,0,Transient,179,1,2,Check-Out,24/8/2017,Dustin Phillips
City Hotel,0,181,2017,August,33,18,2,5,3,0,0,HB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,213.81,0,0,Check-Out,25/8/2017,Shawn Jimenez
City Hotel,0,95,2017,August,33,19,2,4,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,2,No Deposit,98,NULL,0,Transient-Party,115,0,0,Check-Out,25/8/2017,Austin Escobar
City Hotel,0,122,2017,August,34,20,2,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,98,NULL,0,Transient-Party,115,0,0,Check-Out,25/8/2017,Michele Potts
City Hotel,0,58,2017,August,34,23,0,2,1,0,0,BB,CN,Direct,Direct,0,0,0,A,A,2,No Deposit,NULL,NULL,0,Transient,115,0,0,Check-Out,25/8/2017,William Crosby
City Hotel,0,118,2017,August,34,20,2,3,1,0,0,SC,ISR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8,NULL,0,Transient,115,0,1,Check-Out,25/8/2017,Matthew Mckee
City Hotel,0,204,2017,August,34,21,1,3,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,99,0,0,Check-Out,25/8/2017,Bailey Salazar
City Hotel,0,163,2017,August,34,24,0,1,2,1,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,D,F,2,No Deposit,168,NULL,0,Transient,102.6,0,0,Check-Out,25/8/2017,Ariel Nguyen
City Hotel,0,124,2017,August,34,21,1,3,1,0,0,BB,BEL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,98,NULL,0,Transient-Party,115,0,0,Check-Out,25/8/2017,Sandra Chavez
City Hotel,0,154,2017,August,34,20,2,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,NULL,0,Transient,104.4,0,0,Check-Out,25/8/2017,Sheila Juarez
City Hotel,0,105,2017,August,34,23,0,2,1,0,0,BB,DEU,Direct,Direct,0,0,0,A,A,2,No Deposit,14,NULL,0,Transient,112.5,0,0,Check-Out,25/8/2017,Isaac Smith
City Hotel,0,1,2017,August,34,24,0,1,2,0,0,SC,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,14,NULL,0,Transient,128,1,1,Check-Out,25/8/2017,John Jarvis
City Hotel,0,95,2017,August,34,20,2,3,1,0,0,BB,BGR,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,98,NULL,0,Transient-Party,115,0,0,Check-Out,25/8/2017,Mike Walls
City Hotel,0,112,2017,August,34,21,1,3,3,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,28,NULL,0,Transient,116.1,0,1,Check-Out,25/8/2017,Jeremy Aguirre
City Hotel,0,10,2017,August,34,24,0,1,2,0,0,SC,ROU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,107.1,0,1,Check-Out,25/8/2017,Brittany Johnston
City Hotel,0,61,2017,August,34,22,0,3,1,0,0,BB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,98,NULL,0,Transient-Party,115,0,0,Check-Out,25/8/2017,Valerie Rodriguez
City Hotel,0,181,2017,August,34,21,1,3,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,99,0,1,Check-Out,25/8/2017,Nancy Hoffman
City Hotel,0,0,2017,August,33,19,2,4,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,98,NULL,0,Transient-Party,125,0,0,Check-Out,25/8/2017,John Gilbert
City Hotel,0,116,2017,August,34,21,1,3,1,0,0,BB,FIN,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,98,NULL,0,Transient-Party,125,0,0,Check-Out,25/8/2017,Jason Willis
City Hotel,0,2,2017,August,34,24,0,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,147,NULL,0,Transient-Party,140,0,1,Check-Out,25/8/2017,Jennifer Collins
City Hotel,0,119,2017,August,34,21,1,3,2,0,0,BB,BRA,Direct,Direct,0,0,0,A,A,2,No Deposit,14,NULL,0,Transient,90.7,0,2,Check-Out,25/8/2017,Tommy Gonzalez
City Hotel,0,59,2017,August,34,23,0,2,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,423,NULL,0,Transient,95.12,0,0,Check-Out,25/8/2017,Brittany Johnson
City Hotel,0,209,2017,August,34,22,0,3,2,0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,108,1,1,Check-Out,25/8/2017,John Williams
City Hotel,0,2,2017,August,34,24,0,1,2,0,0,BB,MEX,Groups,TA/TO,0,0,0,A,A,0,No Deposit,147,NULL,0,Transient-Party,140,0,1,Check-Out,25/8/2017,Brandon Jones
City Hotel,0,121,2017,August,34,24,0,1,1,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,98,NULL,0,Transient-Party,115,0,0,Check-Out,25/8/2017,James Chavez
City Hotel,0,117,2017,August,34,22,0,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,98,NULL,0,Transient-Party,115,0,1,Check-Out,25/8/2017,Jeffrey Nicholson
City Hotel,0,115,2017,August,34,20,2,3,1,0,0,BB,BEL,Offline TA/TO,TA/TO,0,0,0,D,D,1,No Deposit,98,NULL,0,Transient-Party,125,0,0,Check-Out,25/8/2017,Tanya Bryant
City Hotel,0,0,2017,August,34,23,0,2,1,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,3,No Deposit,98,NULL,0,Transient-Party,115,0,0,Check-Out,25/8/2017,Melissa Hicks
City Hotel,0,116,2017,August,34,21,1,3,1,0,0,BB,ITA,Offline TA/TO,TA/TO,0,0,0,D,D,2,No Deposit,98,NULL,0,Transient-Party,125,0,0,Check-Out,25/8/2017,Alex Norris
City Hotel,0,117,2017,August,34,22,0,3,1,0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,A,0,No Deposit,85,NULL,0,Transient,89.1,0,0,Check-Out,25/8/2017,Sean Wells
City Hotel,0,102,2017,August,34,21,1,3,1,0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,157,NULL,0,Transient,108,0,0,Check-Out,25/8/2017,Michael Stewart
City Hotel,0,2,2017,August,34,24,0,1,2,0,0,BB,MEX,Groups,TA/TO,0,0,0,A,A,0,No Deposit,147,NULL,0,Transient-Party,140,0,1,Check-Out,25/8/2017,Paula Barber
City Hotel,0,2,2017,August,34,24,0,1,2,0,0,BB,MEX,Groups,TA/TO,0,0,0,A,A,0,No Deposit,147,NULL,0,Transient-Party,140,0,1,Check-Out,25/8/2017,Gregory Church
City Hotel,0,2,2017,August,34,24,0,1,2,0,0,BB,MEX,Groups,TA/TO,0,0,0,A,A,0,No Deposit,147,NULL,0,Transient-Party,140,0,1,Check-Out,25/8/2017,Mary Murray
City Hotel,0,2,2017,August,34,24,0,1,2,0,0,BB,MEX,Groups,TA/TO,0,0,0,A,A,0,No Deposit,147,NULL,0,Transient-Party,140,0,1,Check-Out,25/8/2017,Jessica Young
City Hotel,0,2,2017,August,34,24,0,1,1,0,0,BB,MEX,Groups,TA/TO,0,0,0,A,A,0,No Deposit,147,NULL,0,Transient-Party,130,0,0,Check-Out,25/8/2017,Jennifer Brown
City Hotel,0,2,2017,August,34,24,0,1,2,0,0,BB,MEX,Groups,TA/TO,0,0,0,A,A,0,No Deposit,147,NULL,0,Transient-Party,140,0,1,Check-Out,25/8/2017,Olivia Garcia
City Hotel,0,2,2017,August,34,24,0,1,2,0,0,BB,MEX,Groups,TA/TO,0,0,0,A,A,0,No Deposit,147,NULL,0,Transient-Party,140,0,1,Check-Out,25/8/2017,John Coleman
City Hotel,0,161,2017,August,34,20,2,3,2,1,0,BB,USA,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,8,NULL,0,Transient,282.5,0,2,Check-Out,25/8/2017,Daniel Perry
City Hotel,0,190,2017,August,34,21,1,3,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,117,0,1,Check-Out,25/8/2017,Steven Price
City Hotel,0,2,2017,August,34,24,0,1,2,0,0,BB,MEX,Groups,TA/TO,0,0,0,A,A,0,No Deposit,147,NULL,0,Transient-Party,140,0,1,Check-Out,25/8/2017,Emily Riley
City Hotel,0,120,2017,August,34,23,0,2,1,0,0,BB,USA,Direct,Direct,0,0,0,E,E,3,No Deposit,14,NULL,0,Transient,180,0,2,Check-Out,25/8/2017,Jacqueline Rojas
City Hotel,0,155,2017,August,34,21,1,3,2,1,0,BB,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,14,NULL,0,Transient,141.5,1,1,Check-Out,25/8/2017,Jennifer Berg
City Hotel,0,115,2017,August,34,20,2,3,1,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,D,D,3,No Deposit,98,NULL,0,Transient-Party,115,0,0,Check-Out,25/8/2017,Amanda Rogers
City Hotel,0,184,2017,August,34,22,0,3,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9,NULL,0,Transient,130.5,1,2,Check-Out,25/8/2017,Jeffrey Smith
City Hotel,0,184,2017,August,34,22,0,3,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9,NULL,0,Transient,121.5,1,2,Check-Out,25/8/2017,Claire May
City Hotel,0,2,2017,August,34,24,0,1,1,0,0,BB,BEL,Direct,Direct,0,0,0,A,A,0,No Deposit,14,NULL,0,Transient,107.1,0,0,Check-Out,25/8/2017,Thomas Griffin
City Hotel,0,2,2017,August,34,24,0,1,1,0,0,BB,BEL,Direct,Direct,0,0,0,A,A,0,No Deposit,14,NULL,0,Transient,107.1,0,0,Check-Out,25/8/2017,Dustin Pugh
City Hotel,0,4,2017,August,34,22,0,3,1,0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,NULL,0,Transient,98.4,0,1,Check-Out,25/8/2017,Molly Martinez
City Hotel,0,7,2017,August,34,23,0,2,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,196.5,0,1,Check-Out,25/8/2017,Krista Stanley
City Hotel,0,3,2017,August,34,24,0,1,1,1,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,NULL,0,Transient,119,0,1,Check-Out,25/8/2017,Cynthia White
City Hotel,0,0,2017,August,34,24,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,NULL,NULL,0,Transient,148,0,1,Check-Out,25/8/2017,Jennifer Garcia
City Hotel,0,108,2017,August,34,20,2,3,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,14,NULL,0,Transient,112.5,0,0,Check-Out,25/8/2017,Rachel Hodge
City Hotel,0,96,2017,August,34,21,1,3,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,168,NULL,0,Transient,89.1,0,0,Check-Out,25/8/2017,Janet Griffin
City Hotel,0,29,2017,August,34,24,0,1,2,0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,NULL,0,Transient,111.2,0,1,Check-Out,25/8/2017,John Phillips
City Hotel,0,29,2017,August,34,24,0,1,2,0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,NULL,0,Transient,111.2,0,1,Check-Out,25/8/2017,Michelle Roman
City Hotel,0,40,2017,August,34,21,1,3,1,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,NULL,0,Transient,99.6,0,1,Check-Out,25/8/2017,Michael White
City Hotel,0,117,2017,August,34,22,0,3,1,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,2,No Deposit,98,NULL,0,Transient-Party,115,0,0,Check-Out,25/8/2017,Brandon Parker
City Hotel,0,173,2017,August,33,18,2,5,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,100.93,0,2,Check-Out,25/8/2017,Sarah Perry
City Hotel,0,210,2017,August,33,18,2,5,1,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,99.51,0,3,Check-Out,25/8/2017,Thomas Weaver
City Hotel,0,30,2017,August,34,23,0,2,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,129.5,0,1,Check-Out,25/8/2017,Marcus Ramirez
City Hotel,0,95,2017,August,34,21,1,3,2,0,0,BB,NLD,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,138,NULL,0,Transient,80.1,0,1,Check-Out,25/8/2017,John Williams
City Hotel,0,2,2017,August,34,24,0,1,1,0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,147,NULL,0,Transient-Party,130,0,0,Check-Out,25/8/2017,Belinda Miller
City Hotel,0,182,2017,August,34,22,0,3,2,2,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,F,F,0,No Deposit,159,NULL,0,Transient,173.73,0,1,Check-Out,25/8/2017,Courtney Perez
City Hotel,0,118,2017,August,34,20,2,3,2,0,0,BB,CN,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,138,NULL,0,Transient,71.1,0,0,Check-Out,25/8/2017,Wendy Miller
City Hotel,0,141,2017,August,34,23,0,2,2,0,0,BB,USA,Direct,Direct,0,0,0,D,D,0,No Deposit,14,NULL,0,Transient,150,0,2,Check-Out,25/8/2017,Daniel Williams
City Hotel,0,115,2017,August,34,20,2,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,98,NULL,0,Transient-Party,115,0,0,Check-Out,25/8/2017,Morgan Williams
City Hotel,0,211,2017,August,34,23,0,2,2,1,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient-Party,135,0,3,Check-Out,25/8/2017,Karen Taylor
City Hotel,0,263,2017,August,34,22,0,3,2,2,0,BB,BEL,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,83,NULL,0,Transient,168,0,1,Check-Out,25/8/2017,Kayla Stone
City Hotel,0,211,2017,August,34,23,0,2,2,0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9,NULL,0,Transient-Party,99,0,2,Check-Out,25/8/2017,Christopher Lawrence
City Hotel,0,164,2017,August,33,18,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,168,NULL,0,Transient,89.1,0,0,Check-Out,25/8/2017,Madison Valentine
City Hotel,0,1,2017,August,34,24,0,1,2,1,0,BB,PRT,Complementary,Direct,0,0,0,A,D,1,No Deposit,NULL,NULL,0,Transient,0,0,3,Check-Out,25/8/2017,Angela Pacheco
City Hotel,0,41,2017,August,34,22,0,3,2,1,0,SC,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,14,NULL,0,Transient,152.67,0,1,Check-Out,25/8/2017,Mary Thompson
City Hotel,0,142,2017,August,34,24,0,1,2,0,0,BB,USA,Direct,Direct,0,0,0,D,D,0,No Deposit,14,NULL,0,Transient,150,0,2,Check-Out,25/8/2017,Alexis Sullivan
City Hotel,0,2,2017,August,34,24,0,1,2,1,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,423,NULL,0,Transient,113.98,0,1,Check-Out,25/8/2017,Richard Jackson
City Hotel,0,23,2017,August,34,23,0,2,3,0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,14,NULL,0,Transient,189.5,0,1,Check-Out,25/8/2017,James Bradley
City Hotel,0,141,2017,August,34,23,0,2,2,0,0,HB,USA,Direct,Direct,0,0,0,D,D,1,No Deposit,14,NULL,0,Transient,186,0,2,Check-Out,25/8/2017,Jill Johnson
City Hotel,0,37,2017,August,34,24,0,1,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,119,0,1,Check-Out,25/8/2017,Oscar Robinson
City Hotel,0,141,2017,August,34,23,0,2,2,0,0,BB,USA,Direct,Direct,0,0,0,D,D,0,No Deposit,14,NULL,0,Transient,150,0,2,Check-Out,25/8/2017,Marilyn Holland
City Hotel,0,142,2017,August,34,24,0,1,2,0,0,BB,USA,Direct,Direct,0,0,0,D,D,1,No Deposit,14,NULL,0,Transient,150,0,2,Check-Out,25/8/2017,Robert Dudley
City Hotel,0,142,2017,August,34,24,0,1,2,0,0,BB,USA,Direct,Direct,0,0,0,D,E,1,No Deposit,14,NULL,0,Transient,150,0,2,Check-Out,25/8/2017,Janet Walsh
City Hotel,0,141,2017,August,34,23,0,2,2,0,0,BB,USA,Direct,Direct,0,0,0,D,D,0,No Deposit,14,NULL,0,Transient,150,0,2,Check-Out,25/8/2017,Taylor Thompson
City Hotel,0,63,2017,August,34,23,0,2,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,8,NULL,0,Transient,139,0,1,Check-Out,25/8/2017,Erin Walker
City Hotel,0,163,2017,August,34,24,0,1,2,0,0,BB,TUR,Offline TA/TO,TA/TO,0,0,0,A,C,0,No Deposit,168,NULL,0,Transient,80.1,0,0,Check-Out,25/8/2017,Veronica Yang
City Hotel,0,96,2017,August,34,21,1,3,1,0,0,BB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,98,NULL,0,Transient-Party,115,0,0,Check-Out,25/8/2017,Katherine Clark
City Hotel,0,139,2017,August,34,20,2,3,2,0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,125,0,1,Check-Out,25/8/2017,Danielle Glass
City Hotel,0,181,2017,August,34,21,1,3,2,0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9,NULL,0,Transient,101.75,0,1,Check-Out,25/8/2017,Michelle Buchanan
City Hotel,0,116,2017,August,34,20,2,3,1,0,0,SC,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,22,NULL,0,Transient,67.15,0,1,Check-Out,25/8/2017,Joseph Payne
City Hotel,0,155,2017,August,34,20,2,3,2,0,0,HB,FRA,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9,NULL,0,Transient,141,1,1,Check-Out,25/8/2017,Luke Taylor
City Hotel,0,115,2017,August,34,20,2,3,1,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,98,NULL,0,Transient-Party,125,0,0,Check-Out,25/8/2017,Krystal Davis
City Hotel,0,168,2017,August,34,20,2,3,2,0,0,BB,CZE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,130.5,0,1,Check-Out,25/8/2017,Jeffrey Wall
City Hotel,0,196,2017,August,34,21,1,3,2,1,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,135,0,3,Check-Out,25/8/2017,Thomas Hanna
City Hotel,0,177,2017,August,34,23,0,2,2,2,0,BB,AUT,Direct,Direct,0,0,0,F,F,0,No Deposit,14,NULL,0,Transient,230,0,0,Check-Out,25/8/2017,Raymond Spencer
City Hotel,0,0,2017,August,34,24,0,1,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,128,0,1,Check-Out,25/8/2017,Kara Wade
City Hotel,0,6,2017,August,34,23,0,2,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient,100,0,1,Check-Out,25/8/2017,Kevin Ramirez
City Hotel,0,115,2017,August,34,20,2,3,1,0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,98,NULL,0,Transient-Party,115,0,1,Check-Out,25/8/2017,David Carter
City Hotel,0,181,2017,August,34,21,1,3,2,0,0,SC,ROU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,108,0,1,Check-Out,25/8/2017,Kristen Johnson
City Hotel,0,115,2017,August,34,21,1,3,2,1,0,BB,FIN,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9,NULL,0,Transient,195,0,3,Check-Out,25/8/2017,Chad Miller
City Hotel,0,48,2017,August,34,22,0,3,1,0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,83,NULL,0,Transient,116.99,0,0,Check-Out,25/8/2017,Gina Young
City Hotel,0,55,2017,August,34,20,2,3,1,0,0,BB,GBR,Groups,TA/TO,0,0,0,A,A,2,No Deposit,98,NULL,0,Transient-Party,115,0,0,Check-Out,25/8/2017,Becky Coleman
City Hotel,0,121,2017,August,33,19,2,4,2,0,0,BB,CHL,Direct,Direct,0,0,0,A,A,4,No Deposit,14,NULL,0,Transient,114.75,0,1,Check-Out,25/8/2017,Melinda Robinson
City Hotel,0,8,2017,August,34,23,0,2,2,0,0,SC,AUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,129.5,0,0,Check-Out,25/8/2017,Samantha Walsh
City Hotel,0,234,2017,August,34,22,0,3,2,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,138,NULL,0,Transient,80.1,0,1,Check-Out,25/8/2017,Lisa Howard
City Hotel,0,109,2017,August,34,20,2,4,2,0,1,BB,COL,Direct,Direct,0,0,0,B,B,2,No Deposit,14,NULL,0,Transient-Party,146.25,0,2,Check-Out,26/8/2017,Joshua Hill
City Hotel,0,110,2017,August,34,20,2,4,2,0,0,BB,COL,Direct,Direct,0,0,0,B,B,3,No Deposit,14,NULL,0,Transient-Party,146.25,0,1,Check-Out,26/8/2017,Christopher Washington
City Hotel,0,205,2017,August,34,25,0,1,2,0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9,NULL,0,Transient,99,0,0,Check-Out,26/8/2017,Rebecca Gutierrez
City Hotel,0,5,2017,August,34,22,0,4,3,0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7,NULL,0,Transient,155.61,0,2,Check-Out,26/8/2017,Willie Meyers
City Hotel,0,121,2017,August,34,23,0,3,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,NULL,0,Transient,95,0,1,Check-Out,26/8/2017,Kerry Cox
City Hotel,0,39,2017,August,34,22,0,4,2,0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,134.5,0,1,Check-Out,26/8/2017,Tiffany Mitchell MD
City Hotel,0,95,2017,August,33,19,2,5,2,0,0,BB,USA,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,98,NULL,0,Transient-Party,125,0,1,Check-Out,26/8/2017,Tracy Murray
City Hotel,0,34,2017,August,34,23,0,3,2,0,0,BB,CN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,153,0,1,Check-Out,26/8/2017,Heather Singh
City Hotel,0,230,2017,August,34,21,1,4,2,0,0,BB,NOR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,117,0,2,Check-Out,26/8/2017,Alexander Camacho
